Market,Commodity,Classification,Grade,Sex,Wholesale,Retail,Supply Volume,County,Date
Kerugoya,Dry Maize,White Maize,-,-,38.00/Kg,65.00/Kg,4500,Kirinyaga,2025-09-02
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,140.00/Kg,,Nairobi,2025-09-02
Gikomba,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,,Nairobi,2025-09-02
Ngurubani Market,Dry Maize,White Maize,-,-,35.00/Kg,40.00/Kg,6800,Kirinyaga,2025-09-01
Kutus,Dry Maize,White Maize,-,-,38.00/Kg,45.00/Kg,,Kirinyaga,2025-09-01
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-09-01
Gikomba,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,,Nairobi,2025-09-01
Ngurubani Market,Dry Maize,White Maize,-,-,35.56/Kg,40.00/Kg,5800,Kirinyaga,2025-08-30
Makutano Kirinyaga,Dry Maize,White Maize,-,-,35.00/Kg,40.00/Kg,1800,Kirinyaga,2025-08-30
Kerugoya,Dry Maize,White Maize,-,-,35.00/Kg,70.00/Kg,4600,Kirinyaga,2025-08-29
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-08-29
Gikomba,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,,Nairobi,2025-08-29
Kutus,Dry Maize,White Maize,-,-,38.00/Kg,45.00/Kg,,Kirinyaga,2025-08-28
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-08-28
Gikomba,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,,Nairobi,2025-08-28
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-08-27
Gikomba,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,,Nairobi,2025-08-27
Ngurubani Market,Dry Maize,White Maize,-,-,35.56/Kg,40.00/Kg,6500,Kirinyaga,2025-08-26
Kerugoya,Dry Maize,White Maize,-,-,35.00/Kg,65.00/Kg,4500,Kirinyaga,2025-08-26
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-08-26
Gikomba,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,,Nairobi,2025-08-26
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-08-25
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-08-25
Gikomba,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,,Nairobi,2025-08-25
Kangemi Market,Dry Maize,White Maize,-,-, - ,80.00/Kg,,Nairobi,2025-08-25
Kangemi Market,Dry Maize,White Maize,-,-, - ,60.00/Kg,,Nairobi,2025-08-25
Makutano Kirinyaga,Dry Maize,White Maize,-,-,35.00/Kg,40.00/Kg,2150,Kirinyaga,2025-08-23
Ngurubani Market,Dry Maize,White Maize,-,-,38.89/Kg,45.00/Kg,8250,Kirinyaga,2025-08-22
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-08-22
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-08-22
Gikomba,Dry Maize,White Maize,-,-,48.89/Kg,60.00/Kg,,Nairobi,2025-08-22
Kutus,Dry Maize,White Maize,-,-,38.00/Kg,45.00/Kg,,Kirinyaga,2025-08-21
Kangemi Market,Dry Maize,White Maize,-,-,48.89/Kg,55.00/Kg,,Nairobi,2025-08-21
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-08-21
Gikomba,Dry Maize,White Maize,-,-,48.89/Kg,60.00/Kg,,Nairobi,2025-08-21
Ngurubani Market,Dry Maize,White Maize,-,-,35.56/Kg,37.50/Kg,6600,Kirinyaga,2025-08-20
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-08-20
Kawangware,Dry Maize,White Maize,-,-,54.00/Kg,90.00/Kg,,Nairobi,2025-08-20
Gikomba,Dry Maize,White Maize,-,-,48.89/Kg,60.00/Kg,,Nairobi,2025-08-20
Kerugoya,Dry Maize,White Maize,-,-,40.00/Kg,70.00/Kg,4800,Kirinyaga,2025-08-19
Kagio,Dry Maize,White Maize,-,-,42.22/Kg,65.00/Kg,,Kirinyaga,2025-08-19
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-08-19
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-08-19
Gikomba,Dry Maize,White Maize,-,-,48.89/Kg,60.00/Kg,,Nairobi,2025-08-19
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-08-18
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-08-18
Gikomba,Dry Maize,White Maize,-,-,48.89/Kg,60.00/Kg,,Nairobi,2025-08-18
Ngurubani Market,Dry Maize,White Maize,-,-,42.22/Kg,45.00/Kg,6500,Kirinyaga,2025-08-15
Kerugoya,Dry Maize,White Maize,-,-,40.00/Kg,65.00/Kg,4500,Kirinyaga,2025-08-15
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-08-15
Gikomba,Dry Maize,White Maize,-,-,48.89/Kg,60.00/Kg,,Nairobi,2025-08-15
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-08-14
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-08-14
Gikomba,Dry Maize,White Maize,-,-,48.89/Kg,60.00/Kg,,Nairobi,2025-08-14
Makutano Kirinyaga,Dry Maize,White Maize,-,-,35.00/Kg,40.00/Kg,3200,Kirinyaga,2025-08-13
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-08-13
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-08-13
Gikomba,Dry Maize,White Maize,-,-,48.89/Kg,60.00/Kg,,Nairobi,2025-08-13
Ngurubani Market,Dry Maize,White Maize,-,-,37.78/Kg,40.00/Kg,6250,Kirinyaga,2025-08-12
Kerugoya,Dry Maize,White Maize,-,-,40.00/Kg,65.00/Kg,4500,Kirinyaga,2025-08-12
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-08-12
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-08-12
Gikomba,Dry Maize,White Maize,-,-,48.89/Kg,65.00/Kg,,Nairobi,2025-08-12
Kutus,Dry Maize,White Maize,-,-,40.00/Kg,45.00/Kg,,Kirinyaga,2025-08-11
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-08-11
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-08-11
Gikomba,Dry Maize,White Maize,-,-,48.89/Kg,60.00/Kg,,Nairobi,2025-08-11
Makutano Kirinyaga,Dry Maize,White Maize,-,-,30.00/Kg,40.00/Kg,3400,Kirinyaga,2025-08-09
Ngurubani Market,Dry Maize,White Maize,-,-,40.00/Kg,45.00/Kg,6250,Kirinyaga,2025-08-08
Kerugoya,Dry Maize,White Maize,-,-,35.00/Kg,65.00/Kg,4500,Kirinyaga,2025-08-08
Ngurubani Market,Dry Maize,White Maize,-,-,42.22/Kg,45.00/Kg,6500,Kirinyaga,2025-08-06
Nyamakima,Dry Maize,White Maize,-,-,55.56/Kg,55.00/Kg,,Nairobi,2025-08-06
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-08-06
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-08-06
Nyamakima,Dry Maize,White Maize,-,-,55.56/Kg,55.00/Kg,,Nairobi,2025-08-05
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-08-05
Gikomba,Dry Maize,White Maize,-,-,52.22/Kg,65.00/Kg,,Nairobi,2025-08-05
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-08-05
Kangemi Market,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,,Nairobi,2025-08-05
Kutus,Dry Maize,White Maize,-,-,46.00/Kg,50.00/Kg,,Kirinyaga,2025-08-04
Kawangware,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-08-04
Kawangware,Dry Maize,White Maize,-,-,52.22/Kg,65.00/Kg,,Nairobi,2025-08-04
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-08-04
Ngurubani Market,Dry Maize,White Maize,-,-,40.00/Kg,45.00/Kg,8200,Kirinyaga,2025-08-04
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-08-01
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-08-01
Gikomba,Dry Maize,White Maize,-,-,52.22/Kg,65.00/Kg,,Nairobi,2025-08-01
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-07-31
Kangemi Market,Dry Maize,White Maize,-,-, - ,55.00/Kg,,Nairobi,2025-07-31
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-07-31
Gikomba,Dry Maize,White Maize,-,-,52.22/Kg,65.00/Kg,,Nairobi,2025-07-31
Nyamakima,Dry Maize,White Maize,-,-,55.56/Kg,55.00/Kg,,Nairobi,2025-07-30
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-07-30
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-07-30
Gikomba,Dry Maize,White Maize,-,-,52.22/Kg,65.00/Kg,,Nairobi,2025-07-30
Ngurubani Market,Dry Maize,White Maize,-,-,40.00/Kg,45.00/Kg,7500,Kirinyaga,2025-07-29
Kerugoya,Dry Maize,White Maize,-,-,35.00/Kg,60.00/Kg,5000,Kirinyaga,2025-07-29
Kerugoya,Dry Maize,White Maize,-,-,35.00/Kg,60.00/Kg,5000,Kirinyaga,2025-07-29
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-07-29
Nyamakima,Dry Maize,White Maize,-,-,55.56/Kg,55.00/Kg,,Nairobi,2025-07-29
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-07-29
Gikomba,Dry Maize,White Maize,-,-,52.22/Kg,65.00/Kg,,Nairobi,2025-07-29
Kutus,Dry Maize,White Maize,-,-,45.00/Kg,55.00/Kg,,Kirinyaga,2025-07-28
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-07-28
Gikomba,Dry Maize,White Maize,-,-,52.22/Kg,65.00/Kg,,Nairobi,2025-07-28
Nyamakima,Dry Maize,White Maize,-,-,55.56/Kg,55.00/Kg,,Nairobi,2025-07-28
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-07-28
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,50.00/Kg,6500,Kirinyaga,2025-07-26
Makutano Kirinyaga,Dry Maize,White Maize,-,-,35.00/Kg,40.00/Kg,3800,Kirinyaga,2025-07-26
Kerugoya,Dry Maize,White Maize,-,-,45.00/Kg,65.00/Kg,4800,Kirinyaga,2025-07-25
Nyamakima,Dry Maize,White Maize,-,-,55.56/Kg,55.00/Kg,,Nairobi,2025-07-25
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-07-25
Gikomba,Dry Maize,White Maize,-,-,52.22/Kg,65.00/Kg,,Nairobi,2025-07-25
Kangemi Market,Dry Maize,White Maize,-,-,51.11/Kg,6.39/Kg,,Nairobi,2025-07-24
Kangemi Market,Dry Maize,White Maize,-,-,51.11/Kg,6.39/Kg,,Nairobi,2025-07-24
Kutus,Dry Maize,White Maize,-,-,48.00/Kg,55.00/Kg,,Kirinyaga,2025-07-24
Nyamakima,Dry Maize,White Maize,-,-,55.56/Kg,55.00/Kg,,Nairobi,2025-07-24
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-07-24
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-07-24
Gikomba,Dry Maize,White Maize,-,-,52.22/Kg,65.00/Kg,,Nairobi,2025-07-24
Nyamakima,Dry Maize,White Maize,-,-,55.56/Kg,55.00/Kg,,Nairobi,2025-07-23
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-07-23
Gikomba,Dry Maize,White Maize,-,-,52.22/Kg,65.00/Kg,,Nairobi,2025-07-23
Ngurubani Market,Dry Maize,White Maize,-,-,42.22/Kg,50.00/Kg,6580,Kirinyaga,2025-07-22
Nyamakima,Dry Maize,White Maize,-,-,55.56/Kg,55.00/Kg,,Nairobi,2025-07-22
Kerugoya,Dry Maize,White Maize,-,-,50.00/Kg,65.00/Kg,4500,Kirinyaga,2025-07-22
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-07-22
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-07-22
Gikomba,Dry Maize,White Maize,-,-,52.22/Kg,65.00/Kg,,Nairobi,2025-07-22
Kutus,Dry Maize,White Maize,-,-,50.00/Kg,55.00/Kg,,Kirinyaga,2025-07-21
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-07-21
Kawangware,Dry Maize,Mixed-Traditional ,-,-, - ,80.00/Kg,,Nairobi,2025-07-21
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-07-21
Gikomba,Dry Maize,Mixed-Traditional ,-,-,52.22/Kg,65.00/Kg,,Nairobi,2025-07-21
Kagio,Dry Maize,Mixed-Traditional ,-,-,40.00/Kg,60.00/Kg,70000,Kirinyaga,2025-07-19
Makutano Kirinyaga,Dry Maize,White Maize,-,-,40.00/Kg,45.00/Kg,5400,Kirinyaga,2025-07-19
Ngurubani Market,Dry Maize,White Maize,-,-,42.22/Kg,50.00/Kg,7200,Kirinyaga,2025-07-18
Kerugoya,Dry Maize,White Maize,-,-,55.00/Kg,70.00/Kg,4500,Kirinyaga,2025-07-18
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-07-18
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-07-18
Gikomba,Dry Maize,White Maize,-,-,52.22/Kg,65.00/Kg,,Nairobi,2025-07-18
Kutus,Dry Maize,White Maize,-,-,50.00/Kg,55.00/Kg,,Kirinyaga,2025-07-17
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-07-17
Kawangware,Dry Maize,Mixed-Traditional ,-,-, - ,80.00/Kg,,Nairobi,2025-07-17
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-07-17
Gikomba,Dry Maize,White Maize,-,-,52.22/Kg,65.00/Kg,,Nairobi,2025-07-17
Nyamakima,Dry Maize,White Maize,-,-,55.56/Kg,55.00/Kg,,Nairobi,2025-07-16
Nyamakima,Dry Maize,White Maize,-,-,55.56/Kg,55.00/Kg,,Nairobi,2025-07-16
Makutano Kirinyaga,Dry Maize,White Maize,-,-,45.00/Kg,50.00/Kg,400,Kirinyaga,2025-07-16
Makutano Kirinyaga,Dry Maize,White Maize,-,-,40.00/Kg,45.00/Kg,4200,Kirinyaga,2025-07-16
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-07-16
Kawangware,Dry Maize,Mixed-Traditional ,-,-, - ,80.00/Kg,,Nairobi,2025-07-16
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,190.00/Kg,,Nairobi,2025-07-16
Gikomba,Dry Maize,White Maize,-,-,52.22/Kg,65.00/Kg,,Nairobi,2025-07-16
Ngurubani Market,Dry Maize,White Maize,-,-,42.22/Kg,50.00/Kg,6500,Kirinyaga,2025-07-15
Kerugoya,Dry Maize,White Maize,-,-,55.00/Kg,70.00/Kg,4500,Kirinyaga,2025-07-15
Nyamakima,Dry Maize,White Maize,-,-,57.78/Kg,60.00/Kg,,Nairobi,2025-07-15
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-07-15
Kawangware,Dry Maize,Mixed-Traditional ,-,-, - ,80.00/Kg,,Nairobi,2025-07-15
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-07-15
Gikomba,Dry Maize,White Maize,-,-,52.22/Kg,65.00/Kg,,Nairobi,2025-07-15
Kutus,Dry Maize,White Maize,-,-,55.00/Kg,60.00/Kg,,Kirinyaga,2025-07-14
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-07-14
Kawangware,Dry Maize,Mixed-Traditional ,-,-, - ,80.00/Kg,,Nairobi,2025-07-14
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-07-14
Gikomba,Dry Maize,White Maize,-,-,52.22/Kg,65.00/Kg,,Nairobi,2025-07-14
Gikomba,Dry Maize,Yellow Maize,-,-,70.00/Kg,100.00/Kg,,Nairobi,2025-07-13
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,50.00/Kg,6500,Kirinyaga,2025-07-11
Kerugoya,Dry Maize,White Maize,-,-,45.00/Kg,65.00/Kg,4500,Kirinyaga,2025-07-11
Nyamakima,Dry Maize,White Maize,-,-,57.78/Kg,60.00/Kg,,Nairobi,2025-07-11
Gikomba,Dry Maize,White Maize,-,-,52.22/Kg,65.00/Kg,,Nairobi,2025-07-11
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-07-11
Kawangware,Dry Maize,Mixed-Traditional ,-,-, - ,80.00/Kg,,Nairobi,2025-07-11
Nyamakima,Dry Maize,White Maize,-,-,57.78/Kg,60.00/Kg,,Nairobi,2025-07-10
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-07-10
Kawangware,Dry Maize,Mixed-Traditional ,-,-, - ,80.00/Kg,,Nairobi,2025-07-10
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-07-10
Gikomba,Dry Maize,White Maize,-,-,52.22/Kg,65.00/Kg,,Nairobi,2025-07-10
Nyamakima,Dry Maize,White Maize,-,-,57.78/Kg,60.00/Kg,,Nairobi,2025-07-09
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-07-09
Kawangware,Dry Maize,Mixed-Traditional ,-,-, - ,80.00/Kg,,Nairobi,2025-07-09
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-07-09
Gikomba,Dry Maize,White Maize,-,-,52.22/Kg,65.00/Kg,,Nairobi,2025-07-09
Kerugoya,Dry Maize,White Maize,-,-,50.00/Kg,70.00/Kg,4500,Kirinyaga,2025-07-08
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,50.00/Kg,8225,Kirinyaga,2025-07-08
Nyamakima,Dry Maize,White Maize,-,-,57.78/Kg,60.00/Kg,,Nairobi,2025-07-08
Kangemi Market,Dry Maize,White Maize,-,-,54.44/Kg,56.00/Kg,,Nairobi,2025-07-08
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-07-08
Kawangware,Dry Maize,Mixed-Traditional ,-,-, - ,80.00/Kg,,Nairobi,2025-07-08
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-07-08
Gikomba,Dry Maize,White Maize,-,-,52.22/Kg,65.00/Kg,,Nairobi,2025-07-08
Makutano Kirinyaga,Dry Maize,Mixed-Traditional ,-,-,48.00/Kg,52.00/Kg,4500,Kirinyaga,2025-07-05
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,50.00/Kg,6500,Kirinyaga,2025-07-04
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-07-04
Gikomba,Dry Maize,White Maize,-,-,52.22/Kg,65.00/Kg,,Nairobi,2025-07-04
Kerugoya,Dry Maize,White Maize,-,-,55.00/Kg,70.00/Kg,4500,Kirinyaga,2025-07-03
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-07-03
Kawangware,Dry Maize,Mixed-Traditional ,-,-, - ,80.00/Kg,,Nairobi,2025-07-03
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-07-03
Gikomba,Dry Maize,White Maize,-,-,52.22/Kg,65.00/Kg,,Nairobi,2025-07-03
Makutano Kirinyaga,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,6000,Kirinyaga,2025-07-02
Nyamakima,Dry Maize,White Maize,-,-,57.78/Kg,60.00/Kg,,Nairobi,2025-07-02
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-07-02
Kawangware,Dry Maize,Mixed-Traditional ,-,-, - ,80.00/Kg,,Nairobi,2025-07-02
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-07-02
Gikomba,Dry Maize,White Maize,-,-,52.22/Kg,65.00/Kg,,Nairobi,2025-07-02
Nyamakima,Dry Maize,White Maize,-,-,57.78/Kg,60.00/Kg,,Nairobi,2025-07-01
Kawangware,Dry Maize,White Maize,-,-,55.17/Kg,65.00/Kg,,Nairobi,2025-07-01
Kawangware,Dry Maize,Mixed-Traditional ,-,-, - ,80.00/Kg,,Nairobi,2025-07-01
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-07-01
Gikomba,Dry Maize,White Maize,-,-,52.22/Kg,65.00/Kg,,Nairobi,2025-07-01
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,50.00/Kg,5600,Kirinyaga,2025-07-01
Kerugoya,Dry Maize,White Maize,-,-,48.00/Kg,70.00/Kg,4600,Kirinyaga,2025-06-30
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,100.00/Kg,,Nairobi,2025-06-30
Gikomba,Dry Maize,White Maize,-,-,52.22/Kg,65.00/Kg,,Nairobi,2025-06-30
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-06-30
Kawangware,Dry Maize,Mixed-Traditional ,-,-, - ,80.00/Kg,,Nairobi,2025-06-30
Kutus,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Kirinyaga,2025-06-30
Makutano Kirinyaga,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,9500,Kirinyaga,2025-06-28
Ngurubani Market,Dry Maize,White Maize,-,-,45.56/Kg,50.00/Kg,6500,Kirinyaga,2025-06-27
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-06-27
Kawangware,Dry Maize,Mixed-Traditional ,-,-, - ,80.00/Kg,,Nairobi,2025-06-27
Kerugoya,Dry Maize,White Maize,-,-,50.00/Kg,70.00/Kg,4500,Kirinyaga,2025-06-27
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,110.00/Kg,,Nairobi,2025-06-27
Gikomba,Dry Maize,White Maize,-,-,55.56/Kg,70.00/Kg,,Nairobi,2025-06-27
Nyamakima,Dry Maize,White Maize,-,-,61.11/Kg,70.00/Kg,,Nairobi,2025-06-26
Kutus,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Kirinyaga,2025-06-26
Makutano Kirinyaga,Dry Maize,White Maize,-,-,50.00/Kg,65.00/Kg,9000,Kirinyaga,2025-06-25
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-06-24
Kawangware,Dry Maize,Mixed-Traditional ,-,-, - ,80.00/Kg,,Nairobi,2025-06-24
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,110.00/Kg,,Nairobi,2025-06-24
Gikomba,Dry Maize,White Maize,-,-,55.56/Kg,70.00/Kg,,Nairobi,2025-06-24
Ngurubani Market,Dry Maize,White Maize,-,-,46.67/Kg,50.00/Kg,5800,Kirinyaga,2025-06-23
Kutus,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Kirinyaga,2025-06-23
Nyamakima,Dry Maize,White Maize,-,-,61.11/Kg,70.00/Kg,,Nairobi,2025-06-23
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-06-23
Kawangware,Dry Maize,Mixed-Traditional ,-,-, - ,80.00/Kg,,Nairobi,2025-06-23
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,110.00/Kg,,Nairobi,2025-06-23
Gikomba,Dry Maize,White Maize,-,-,55.56/Kg,70.00/Kg,,Nairobi,2025-06-23
Makutano Kirinyaga,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,9000,Kirinyaga,2025-06-21
Ngurubani Market,Dry Maize,White Maize,-,-,47.22/Kg,50.00/Kg,6700,Kirinyaga,2025-06-20
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-06-20
Kawangware,Dry Maize,Mixed-Traditional ,-,-, - ,80.00/Kg,,Nairobi,2025-06-20
Nyamakima,Dry Maize,White Maize,-,-,61.11/Kg,70.00/Kg,,Nairobi,2025-06-20
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,110.00/Kg,,Nairobi,2025-06-20
Gikomba,Dry Maize,White Maize,-,-,55.56/Kg,70.00/Kg,,Nairobi,2025-06-20
Kutus,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Kirinyaga,2025-06-19
Kerugoya,Dry Maize,White Maize,-,-,50.00/Kg,65.00/Kg,4500,Kirinyaga,2025-06-19
Gikomba,Dry Maize,Yellow Maize,-,-,77.78/Kg,110.00/Kg,,Nairobi,2025-06-18
Gikomba,Dry Maize,White Maize,-,-,55.56/Kg,75.00/Kg,,Nairobi,2025-06-18
Kawangware,Dry Maize,White Maize,-,-,55.00/Kg,65.00/Kg,,Nairobi,2025-06-18
Kawangware,Dry Maize,Mixed-Traditional ,-,-, - ,80.00/Kg,,Nairobi,2025-06-18
Makutano Kirinyaga,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,9000,Kirinyaga,2025-06-18
Ngurubani Market,Dry Maize,Mixed-Traditional ,-,-,46.67/Kg,50.00/Kg,5800,Kirinyaga,2025-06-17
Kerugoya,Dry Maize,White Maize,-,-,50.00/Kg,65.00/Kg,4500,Kirinyaga,2025-06-17
Kerugoya,Dry Maize,White Maize,-,-,50.00/Kg,65.00/Kg,4500,Kirinyaga,2025-06-17
